Ticker,Score,ROA,Margin,Debt_to_Equity
GWW,-0.0045259959999999905,0.19934,0.09923001,0.6197699999999999
WAB,-0.05633200079999999,0.061669998,0.10593,0.61686
WMT,-0.10565000000000002,0.06414,0.03,0.7165300000000001
DIS,-0.024783996800000013,0.048070002,0.086990006,0.39404000000000006
WBD,-0.216642,0.01708,-0.08769,0.94199
WM,-0.39987799999999996,0.06566,0.11115,2.35301
WAT,-0.043505999999999996,0.03558,0.03588,0.36045
WEC,-0.23712599520000008,0.030250002,0.16686001,1.5798500000000002
WFC,0.1132360002,0.0107700005,0.27232,0.0
WELL,-0.030850004,0.00825,0.12149999,0.41375
WST,0.09225799999999999,0.11377,0.1698,0.10585000000000001
WDC,0.347948,0.20758,0.72947,0.13436
WY,-0.08500200000000002,0.00674,0.06888,0.57625
WSM,-0.01727400400000001,0.16636999,0.14729,0.71369
WMB,-0.28086599599999995,0.05032,0.24937001,2.00371
WTW,-0.10049600000000003,0.05079,0.15492,0.9139
WDAY,-0.049451999999999996,0.04513,0.12319,0.5839
WYNN,0.047131998800000005,0.05728,0.060549997,0.0
XEL,-0.275698,0.02365,0.15278,1.73135
XYL,0.007795997599999993,0.051149998,0.111549996,0.28642
YUM,0.19240399200000002,0.22694,0.25406998,0.0
ZBRA,-0.10632799760000003,0.07315,0.092180006,0.8623000000000001
ZBH,-0.066586,0.0396,0.09481,0.60175
ZTS,-0.415844,0.15352,0.27685,2.9399599999999997
